grade_section,gwa,remarks
GRADE 1 - MANGO,70,DID NOT MEET EXPECTATIONS
GRADE 1 - MANGO,78,FAIRLY SATISFACTORY
GRADE 1 - MANGO,81,SATISFACTORY
GRADE 1 - MANGO,78,FAIRLY SATISFACTORY
GRADE 1 - MANGO,81,SATISFACTORY
GRADE 1 - MANGO,85,VERY SATISFACTORY
GRADE 1 - MANGO,70,DID NOT MEET EXPECTATIONS
GRADE 1 - MANGO,82,SATISFACTORY
GRADE 1 - MANGO,84,SATISFACTORY
GRADE 1 - MANGO,77,FAIRLY SATISFACTORY
GRADE 1 - MANGO,85,VERY SATISFACTORY
GRADE 1 - MANGO,81,SATISFACTORY
GRADE 1 - MANGO,87,VERY SATISFACTORY
GRADE 1 - MANGO,84,SATISFACTORY
GRADE 1 - MANGO,84,SATISFACTORY
GRADE 1 - POMELO,84,SATISFACTORY
GRADE 1 - POMELO,79,FAIRLY SATISFACTORY
GRADE 1 - POMELO,70,DID NOT MEET EXPECTATIONS
GRADE 1 - POMELO,83,SATISFACTORY
GRADE 1 - POMELO,81,SATISFACTORY
GRADE 1 - POMELO,82,SATISFACTORY
GRADE 1 - POMELO,81,SATISFACTORY
GRADE 1 - POMELO,82,SATISFACTORY
GRADE 1 - POMELO,83,SATISFACTORY
GRADE 1 - POMELO,79,FAIRLY SATISFACTORY
GRADE 1 - POMELO,81,SATISFACTORY
GRADE 1 - POMELO,86,VERY SATISFACTORY
GRADE 1 - POMELO,84,SATISFACTORY
GRADE 1 - POMELO,81,SATISFACTORY
GRADE 1 - POMELO,84,SATISFACTORY
GRADE 1 - POMELO,85,VERY SATISFACTORY
GRADE 1 - POMELO,84,SATISFACTORY
GRADE 1 - POMELO,84,SATISFACTORY
GRADE 1 - POMELO,81,SATISFACTORY
GRADE 1 - POMELO,81,SATISFACTORY
GRADE 1 - POMELO,82,SATISFACTORY
GRADE 1 - POMELO,81,SATISFACTORY
GRADE 1 - POMELO,78,FAIRLY SATISFACTORY
GRADE 1 - POMELO,78,FAIRLY SATISFACTORY
GRADE 1 - POMELO,82,SATISFACTORY
GRADE 1 - POMELO,79,FAIRLY SATISFACTORY
GRADE 1 - POMELO,83,SATISFACTORY
GRADE 1 - POMELO,82,SATISFACTORY
GRADE 1 - POMELO,83,SATISFACTORY
GRADE 1 - POMELO,80,SATISFACTORY
GRADE 1 - POMELO,84,SATISFACTORY
GRADE 1 - POMELO,80,SATISFACTORY
GRADE 1 - POMELO,84,SATISFACTORY
GRADE 1 - POMELO,79,FAIRLY SATISFACTORY
GRADE 1 - SSES,87,VERY SATISFACTORY
GRADE 1 - SSES,90,OUTSTANDING
GRADE 1 - SSES,90,OUTSTANDING
GRADE 1 - SSES,90,OUTSTANDING
GRADE 1 - SSES,91,OUTSTANDING
GRADE 1 - SSES,87,VERY SATISFACTORY
GRADE 1 - SSES,91,OUTSTANDING
GRADE 1 - SSES,89,VERY SATISFACTORY
GRADE 1 - SSES,86,VERY SATISFACTORY
GRADE 1 - SSES,84,SATISFACTORY
GRADE 1 - SSES,90,OUTSTANDING
GRADE 1 - SSES,87,VERY SATISFACTORY
GRADE 1 - SSES,91,OUTSTANDING
GRADE 1 - SSES,91,OUTSTANDING
GRADE 1 - SSES,86,VERY SATISFACTORY
GRADE 1 - SSES,89,VERY SATISFACTORY
GRADE 1 - SSES,86,VERY SATISFACTORY
GRADE 1 - SSES,86,VERY SATISFACTORY
GRADE 1 - SSES,87,VERY SATISFACTORY
GRADE 1 - SSES,87,VERY SATISFACTORY
GRADE 1 - SSES,87,VERY SATISFACTORY
GRADE 1 - SSES,87,VERY SATISFACTORY
GRADE 1 - SSES,87,VERY SATISFACTORY
GRADE 1 - SSES,88,VERY SATISFACTORY
GRADE 1 - SSES,85,VERY SATISFACTORY
GRADE 1 - SSES,84,SATISFACTORY
GRADE 1 - SSES,86,VERY SATISFACTORY
GRADE 1 - SSES,86,VERY SATISFACTORY
GRADE 1 - SSES,87,VERY SATISFACTORY
GRADE 1 - SSES,91,OUTSTANDING
GRADE 1 - SSES,91,OUTSTANDING
GRADE 1 - SSES,85,VERY SATISFACTORY
GRADE 1 - SSES,86,VERY SATISFACTORY
GRADE 1 - SSES,87,VERY SATISFACTORY
GRADE 1 - SSES,89,VERY SATISFACTORY
GRADE 2 - AQUINO,81,SATISFACTORY
GRADE 2 - AQUINO,80,SATISFACTORY
GRADE 2 - AQUINO,79,FAIRLY SATISFACTORY
GRADE 2 - AQUINO,80,SATISFACTORY
GRADE 2 - AQUINO,83,SATISFACTORY
GRADE 2 - AQUINO,79,FAIRLY SATISFACTORY
GRADE 2 - AQUINO,83,SATISFACTORY
GRADE 2 - AQUINO,81,SATISFACTORY
GRADE 2 - AQUINO,79,FAIRLY SATISFACTORY
GRADE 2 - AQUINO,81,SATISFACTORY
GRADE 2 - AQUINO,80,SATISFACTORY
GRADE 2 - AQUINO,80,SATISFACTORY
GRADE 2 - AQUINO,83,SATISFACTORY
GRADE 2 - AQUINO,80,SATISFACTORY
GRADE 2 - AQUINO,82,SATISFACTORY
GRADE 2 - AQUINO,81,SATISFACTORY
GRADE 2 - AQUINO,84,SATISFACTORY
GRADE 2 - AQUINO,79,FAIRLY SATISFACTORY
GRADE 2 - AQUINO,71,DID NOT MEET EXPECTATIONS
GRADE 2 - AQUINO,82,SATISFACTORY
GRADE 2 - AQUINO,83,SATISFACTORY
GRADE 2 - AQUINO,80,SATISFACTORY
GRADE 2 - AQUINO,82,SATISFACTORY
GRADE 2 - AQUINO,83,SATISFACTORY
GRADE 2 - AQUINO,81,SATISFACTORY
GRADE 2 - AQUINO,71,DID NOT MEET EXPECTATIONS
GRADE 2 - AQUINO,80,SATISFACTORY
GRADE 2 - AQUINO,79,FAIRLY SATISFACTORY
GRADE 2 - AQUINO,80,SATISFACTORY
GRADE 2 - AQUINO,80,SATISFACTORY
GRADE 2 - AQUINO,82,SATISFACTORY
GRADE 2 - AQUINO,86,VERY SATISFACTORY
GRADE 2 - AQUINO,82,SATISFACTORY
GRADE 2 - GARCIA,76,FAIRLY SATISFACTORY
GRADE 2 - GARCIA,75,FAIRLY SATISFACTORY
GRADE 2 - GARCIA,77,FAIRLY SATISFACTORY
GRADE 2 - GARCIA,79,FAIRLY SATISFACTORY
GRADE 2 - GARCIA,82,SATISFACTORY
GRADE 2 - GARCIA,84,SATISFACTORY
GRADE 2 - GARCIA,78,FAIRLY SATISFACTORY
GRADE 2 - GARCIA,77,FAIRLY SATISFACTORY
GRADE 2 - GARCIA,76,FAIRLY SATISFACTORY
GRADE 2 - GARCIA,76,FAIRLY SATISFACTORY
GRADE 2 - GARCIA,83,SATISFACTORY
GRADE 2 - GARCIA,77,FAIRLY SATISFACTORY
GRADE 2 - GARCIA,76,FAIRLY SATISFACTORY
GRADE 2 - GARCIA,76,FAIRLY SATISFACTORY
GRADE 2 - GARCIA,81,SATISFACTORY
GRADE 2 - GARCIA,76,FAIRLY SATISFACTORY
GRADE 2 - GARCIA,85,VERY SATISFACTORY
GRADE 2 - GARCIA,80,SATISFACTORY
GRADE 2 - GARCIA,76,FAIRLY SATISFACTORY
GRADE 2 - GARCIA,83,SATISFACTORY
GRADE 2 - GARCIA,84,SATISFACTORY
GRADE 2 - GARCIA,79,FAIRLY SATISFACTORY
GRADE 2 - GARCIA,79,FAIRLY SATISFACTORY
GRADE 2 - GARCIA,80,SATISFACTORY
GRADE 2 - GARCIA,84,SATISFACTORY
GRADE 2 - GARCIA,79,FAIRLY SATISFACTORY
GRADE 2 - GARCIA,79,FAIRLY SATISFACTORY
GRADE 2 - GARCIA,78,FAIRLY SATISFACTORY
GRADE 2 - GARCIA,84,SATISFACTORY
GRADE 2 - GARCIA,78,FAIRLY SATISFACTORY
GRADE 2 - LAUREL,81,SATISFACTORY
GRADE 2 - LAUREL,80,SATISFACTORY
GRADE 2 - LAUREL,83,SATISFACTORY
GRADE 2 - LAUREL,81,SATISFACTORY
GRADE 2 - LAUREL,80,SATISFACTORY
GRADE 2 - LAUREL,83,SATISFACTORY
GRADE 2 - LAUREL,81,SATISFACTORY
GRADE 2 - LAUREL,80,SATISFACTORY
GRADE 2 - LAUREL,84,SATISFACTORY
GRADE 2 - LAUREL,79,FAIRLY SATISFACTORY
GRADE 2 - LAUREL,84,SATISFACTORY
GRADE 2 - LAUREL,80,SATISFACTORY
GRADE 2 - LAUREL,77,FAIRLY SATISFACTORY
GRADE 2 - LAUREL,79,FAIRLY SATISFACTORY
GRADE 2 - LAUREL,70,DID NOT MEET EXPECTATIONS
GRADE 2 - LAUREL,82,SATISFACTORY
GRADE 2 - LAUREL,82,SATISFACTORY
GRADE 2 - LAUREL,80,SATISFACTORY
GRADE 2 - LAUREL,77,FAIRLY SATISFACTORY
GRADE 2 - LAUREL,82,SATISFACTORY
GRADE 2 - LAUREL,82,SATISFACTORY
GRADE 2 - LAUREL,80,SATISFACTORY
GRADE 2 - LAUREL,83,SATISFACTORY
GRADE 2 - LAUREL,83,SATISFACTORY
GRADE 2 - LAUREL,84,SATISFACTORY
GRADE 2 - LAUREL,80,SATISFACTORY
GRADE 2 - LAUREL,80,SATISFACTORY
GRADE 2 - LAUREL,81,SATISFACTORY
GRADE 2 - LAUREL,83,SATISFACTORY
GRADE 2 - LAUREL,82,SATISFACTORY
GRADE 2 - LAUREL,76,FAIRLY SATISFACTORY
GRADE 2 - LAUREL,81,SATISFACTORY
GRADE 2 - LAUREL,78,FAIRLY SATISFACTORY
GRADE 2 - LAUREL,82,SATISFACTORY
GRADE 2 - LAUREL,83,SATISFACTORY
GRADE 2 - MAGSAYSAY,90,OUTSTANDING
GRADE 2 - MAGSAYSAY,86,VERY SATISFACTORY
GRADE 2 - MAGSAYSAY,85,VERY SATISFACTORY
GRADE 2 - MAGSAYSAY,86,VERY SATISFACTORY
GRADE 2 - MAGSAYSAY,85,VERY SATISFACTORY
GRADE 2 - MAGSAYSAY,86,VERY SATISFACTORY
GRADE 2 - MAGSAYSAY,91,OUTSTANDING
GRADE 2 - MAGSAYSAY,86,VERY SATISFACTORY
GRADE 2 - MAGSAYSAY,86,VERY SATISFACTORY
GRADE 2 - MAGSAYSAY,90,OUTSTANDING
GRADE 2 - MAGSAYSAY,87,VERY SATISFACTORY
GRADE 2 - MAGSAYSAY,85,VERY SATISFACTORY
GRADE 2 - MAGSAYSAY,90,OUTSTANDING
GRADE 2 - MAGSAYSAY,87,VERY SATISFACTORY
GRADE 2 - MAGSAYSAY,85,VERY SATISFACTORY
GRADE 2 - MAGSAYSAY,90,OUTSTANDING
GRADE 2 - MAGSAYSAY,85,VERY SATISFACTORY
GRADE 2 - MAGSAYSAY,87,VERY SATISFACTORY
GRADE 2 - MAGSAYSAY,90,OUTSTANDING
GRADE 2 - MAGSAYSAY,88,VERY SATISFACTORY
GRADE 2 - MAGSAYSAY,85,VERY SATISFACTORY
GRADE 2 - MAGSAYSAY,87,VERY SATISFACTORY
GRADE 2 - MAGSAYSAY,86,VERY SATISFACTORY
GRADE 2 - MAGSAYSAY,85,VERY SATISFACTORY
GRADE 2 - MAGSAYSAY,87,VERY SATISFACTORY
GRADE 2 - MAGSAYSAY,90,OUTSTANDING
GRADE 2 - MAGSAYSAY,91,OUTSTANDING
GRADE 2 - MAGSAYSAY,87,VERY SATISFACTORY
GRADE 2 - MAGSAYSAY,87,VERY SATISFACTORY
GRADE 2 - MAGSAYSAY,87,VERY SATISFACTORY
GRADE 2 - MAGSAYSAY,86,VERY SATISFACTORY
GRADE 2 - MAGSAYSAY,91,OUTSTANDING
GRADE 2 - MAGSAYSAY,86,VERY SATISFACTORY
GRADE 2 - MAGSAYSAY,90,OUTSTANDING
GRADE 2 - QUEZON,84,SATISFACTORY
GRADE 2 - QUEZON,85,VERY SATISFACTORY
GRADE 2 - QUEZON,83,SATISFACTORY
GRADE 2 - QUEZON,79,FAIRLY SATISFACTORY
GRADE 2 - QUEZON,78,FAIRLY SATISFACTORY
GRADE 2 - QUEZON,81,SATISFACTORY
GRADE 2 - QUEZON,81,SATISFACTORY
GRADE 2 - QUEZON,78,FAIRLY SATISFACTORY
GRADE 2 - QUEZON,80,SATISFACTORY
GRADE 2 - QUEZON,77,FAIRLY SATISFACTORY
GRADE 2 - QUEZON,82,SATISFACTORY
GRADE 2 - QUEZON,82,SATISFACTORY
GRADE 2 - QUEZON,70,DID NOT MEET EXPECTATIONS
GRADE 2 - QUEZON,86,VERY SATISFACTORY
GRADE 2 - QUEZON,81,SATISFACTORY
GRADE 2 - QUEZON,88,VERY SATISFACTORY
GRADE 2 - QUEZON,84,SATISFACTORY
GRADE 2 - QUEZON,80,SATISFACTORY
GRADE 2 - QUEZON,77,FAIRLY SATISFACTORY
GRADE 2 - QUEZON,85,VERY SATISFACTORY
GRADE 2 - QUEZON,83,SATISFACTORY
GRADE 2 - QUEZON,77,FAIRLY SATISFACTORY
GRADE 2 - QUEZON,80,SATISFACTORY
GRADE 2 - QUEZON,78,FAIRLY SATISFACTORY
GRADE 2 - QUEZON,82,SATISFACTORY
GRADE 2 - QUEZON,77,FAIRLY SATISFACTORY
GRADE 2 - QUEZON,80,SATISFACTORY
GRADE 2 - QUEZON,87,VERY SATISFACTORY
GRADE 2 - QUEZON,82,SATISFACTORY
GRADE 2 - QUEZON,80,SATISFACTORY
GRADE 2 - QUEZON,82,SATISFACTORY
GRADE 2 - QUEZON,82,SATISFACTORY
GRADE 2 - QUEZON,83,SATISFACTORY
GRADE 2 - ROXAS,82,SATISFACTORY
GRADE 2 - ROXAS,79,FAIRLY SATISFACTORY
GRADE 2 - ROXAS,82,SATISFACTORY
GRADE 2 - ROXAS,81,SATISFACTORY
GRADE 2 - ROXAS,82,SATISFACTORY
GRADE 2 - ROXAS,82,SATISFACTORY
GRADE 2 - ROXAS,89,VERY SATISFACTORY
GRADE 2 - ROXAS,84,SATISFACTORY
GRADE 2 - ROXAS,79,FAIRLY SATISFACTORY
GRADE 2 - ROXAS,77,FAIRLY SATISFACTORY
GRADE 2 - ROXAS,84,SATISFACTORY
GRADE 2 - ROXAS,79,FAIRLY SATISFACTORY
GRADE 2 - ROXAS,80,SATISFACTORY
GRADE 2 - ROXAS,80,SATISFACTORY
GRADE 2 - ROXAS,80,SATISFACTORY
GRADE 2 - ROXAS,89,VERY SATISFACTORY
GRADE 2 - ROXAS,81,SATISFACTORY
GRADE 2 - ROXAS,79,FAIRLY SATISFACTORY
GRADE 2 - ROXAS,84,SATISFACTORY
GRADE 2 - ROXAS,84,SATISFACTORY
GRADE 2 - ROXAS,80,SATISFACTORY
GRADE 2 - ROXAS,87,VERY SATISFACTORY
GRADE 2 - ROXAS,78,FAIRLY SATISFACTORY
GRADE 2 - ROXAS,79,FAIRLY SATISFACTORY
GRADE 2 - ROXAS,81,SATISFACTORY
GRADE 2 - ROXAS,83,SATISFACTORY
GRADE 2 - ROXAS,86,VERY SATISFACTORY
GRADE 2 - ROXAS,85,VERY SATISFACTORY
GRADE 2 - ROXAS,77,FAIRLY SATISFACTORY
GRADE 2 - ROXAS,89,VERY SATISFACTORY
GRADE 2 - ROXAS,81,SATISFACTORY
GRADE 3 - JUPITER,80,SATISFACTORY
GRADE 3 - JUPITER,80,SATISFACTORY
GRADE 3 - JUPITER,78,FAIRLY SATISFACTORY
GRADE 3 - JUPITER,77,FAIRLY SATISFACTORY
GRADE 3 - JUPITER,80,SATISFACTORY
GRADE 3 - JUPITER,80,SATISFACTORY
GRADE 3 - JUPITER,78,FAIRLY SATISFACTORY
GRADE 3 - JUPITER,78,FAIRLY SATISFACTORY
GRADE 3 - JUPITER,77,FAIRLY SATISFACTORY
GRADE 3 - JUPITER,81,SATISFACTORY
GRADE 3 - JUPITER,80,SATISFACTORY
GRADE 3 - JUPITER,76,FAIRLY SATISFACTORY
GRADE 3 - JUPITER,78,FAIRLY SATISFACTORY
GRADE 3 - JUPITER,78,FAIRLY SATISFACTORY
GRADE 3 - JUPITER,80,SATISFACTORY
GRADE 3 - JUPITER,84,SATISFACTORY
GRADE 3 - JUPITER,70,DID NOT MEET EXPECTATIONS
GRADE 3 - JUPITER,78,FAIRLY SATISFACTORY
GRADE 3 - JUPITER,80,SATISFACTORY
GRADE 3 - JUPITER,78,FAIRLY SATISFACTORY
GRADE 3 - JUPITER,83,SATISFACTORY
GRADE 3 - JUPITER,80,SATISFACTORY
GRADE 3 - JUPITER,80,SATISFACTORY
GRADE 3 - JUPITER,78,FAIRLY SATISFACTORY
GRADE 3 - JUPITER,80,SATISFACTORY
GRADE 3 - JUPITER,77,FAIRLY SATISFACTORY
GRADE 3 - JUPITER,80,SATISFACTORY
GRADE 3 - JUPITER,77,FAIRLY SATISFACTORY
GRADE 3 - JUPITER,79,FAIRLY SATISFACTORY
GRADE 3 - JUPITER,79,FAIRLY SATISFACTORY
GRADE 3 - JUPITER,78,FAIRLY SATISFACTORY
GRADE 3 - JUPITER,79,FAIRLY SATISFACTORY
GRADE 3 - JUPITER,81,SATISFACTORY
GRADE 3 - JUPITER,78,FAIRLY SATISFACTORY
GRADE 3 - MARS,81,SATISFACTORY
GRADE 3 - MARS,77,FAIRLY SATISFACTORY
GRADE 3 - MARS,84,SATISFACTORY
GRADE 3 - MARS,79,FAIRLY SATISFACTORY
GRADE 3 - MARS,78,FAIRLY SATISFACTORY
GRADE 3 - MARS,77,FAIRLY SATISFACTORY
GRADE 3 - MARS,80,SATISFACTORY
GRADE 3 - MARS,78,FAIRLY SATISFACTORY
GRADE 3 - MARS,80,SATISFACTORY
GRADE 3 - MARS,71,DID NOT MEET EXPECTATIONS
GRADE 3 - MARS,78,FAIRLY SATISFACTORY
GRADE 3 - MARS,71,DID NOT MEET EXPECTATIONS
GRADE 3 - MARS,78,FAIRLY SATISFACTORY
GRADE 3 - MARS,78,FAIRLY SATISFACTORY
GRADE 3 - MARS,77,FAIRLY SATISFACTORY
GRADE 3 - MARS,80,SATISFACTORY
GRADE 3 - MARS,80,SATISFACTORY
GRADE 3 - MARS,79,FAIRLY SATISFACTORY
GRADE 3 - MARS,80,SATISFACTORY
GRADE 3 - MARS,78,FAIRLY SATISFACTORY
GRADE 3 - MARS,80,SATISFACTORY
GRADE 3 - MARS,82,SATISFACTORY
GRADE 3 - MARS,78,FAIRLY SATISFACTORY
GRADE 3 - MARS,83,SATISFACTORY
GRADE 3 - MARS,80,SATISFACTORY
GRADE 3 - MARS,78,FAIRLY SATISFACTORY
GRADE 3 - MARS,71,DID NOT MEET EXPECTATIONS
GRADE 3 - MARS,71,DID NOT MEET EXPECTATIONS
GRADE 3 - MARS,78,FAIRLY SATISFACTORY
GRADE 3 - MARS,79,FAIRLY SATISFACTORY
GRADE 3 - MARS,79,FAIRLY SATISFACTORY
GRADE 3 - MARS,79,FAIRLY SATISFACTORY
GRADE 3 - MARS,79,FAIRLY SATISFACTORY
GRADE 3 - MARS,79,FAIRLY SATISFACTORY
GRADE 3 - MARS,80,SATISFACTORY
GRADE 3 - MERCURY,79,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,78,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,80,SATISFACTORY
GRADE 3 - MERCURY,82,SATISFACTORY
GRADE 3 - MERCURY,79,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,78,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,86,VERY SATISFACTORY
GRADE 3 - MERCURY,83,SATISFACTORY
GRADE 3 - MERCURY,84,SATISFACTORY
GRADE 3 - MERCURY,82,SATISFACTORY
GRADE 3 - MERCURY,83,SATISFACTORY
GRADE 3 - MERCURY,79,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,80,SATISFACTORY
GRADE 3 - MERCURY,81,SATISFACTORY
GRADE 3 - MERCURY,83,SATISFACTORY
GRADE 3 - MERCURY,79,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,79,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,79,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,83,SATISFACTORY
GRADE 3 - MERCURY,79,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,86,VERY SATISFACTORY
GRADE 3 - MERCURY,82,SATISFACTORY
GRADE 3 - MERCURY,84,SATISFACTORY
GRADE 3 - MERCURY,78,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,78,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,80,SATISFACTORY
GRADE 3 - MERCURY,79,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,82,SATISFACTORY
GRADE 3 - MERCURY,77,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,78,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,80,SATISFACTORY
GRADE 3 - MERCURY,77,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,82,SATISFACTORY
GRADE 3 - MERCURY,80,SATISFACTORY
GRADE 3 - MERCURY,83,SATISFACTORY
GRADE 3 - SATURN,90,OUTSTANDING
GRADE 3 - SATURN,87,VERY SATISFACTORY
GRADE 3 - SATURN,86,VERY SATISFACTORY
GRADE 3 - SATURN,91,OUTSTANDING
GRADE 3 - SATURN,86,VERY SATISFACTORY
GRADE 3 - SATURN,86,VERY SATISFACTORY
GRADE 3 - SATURN,84,SATISFACTORY
GRADE 3 - SATURN,85,VERY SATISFACTORY
GRADE 3 - SATURN,92,OUTSTANDING
GRADE 3 - SATURN,83,SATISFACTORY
GRADE 3 - SATURN,84,SATISFACTORY
GRADE 3 - SATURN,84,SATISFACTORY
GRADE 3 - SATURN,80,SATISFACTORY
GRADE 3 - SATURN,84,SATISFACTORY
GRADE 3 - SATURN,86,VERY SATISFACTORY
GRADE 3 - SATURN,85,VERY SATISFACTORY
GRADE 3 - SATURN,85,VERY SATISFACTORY
GRADE 3 - SATURN,91,OUTSTANDING
GRADE 3 - SATURN,86,VERY SATISFACTORY
GRADE 3 - SATURN,84,SATISFACTORY
GRADE 3 - SATURN,91,OUTSTANDING
GRADE 3 - SATURN,84,SATISFACTORY
GRADE 3 - SATURN,83,SATISFACTORY
GRADE 3 - SATURN,85,VERY SATISFACTORY
GRADE 3 - SATURN,88,VERY SATISFACTORY
GRADE 3 - SATURN,85,VERY SATISFACTORY
GRADE 3 - SATURN,85,VERY SATISFACTORY
GRADE 3 - SATURN,91,OUTSTANDING
GRADE 3 - SATURN,85,VERY SATISFACTORY
GRADE 3 - SATURN,86,VERY SATISFACTORY
GRADE 3 - SATURN,90,OUTSTANDING
GRADE 3 - SATURN,82,SATISFACTORY
GRADE 3 - SATURN,91,OUTSTANDING
GRADE 3 - SATURN,90,OUTSTANDING
GRADE 3 - VENUS,83,SATISFACTORY
GRADE 3 - VENUS,80,SATISFACTORY
GRADE 3 - VENUS,79,FAIRLY SATISFACTORY
GRADE 3 - VENUS,84,SATISFACTORY
GRADE 3 - VENUS,77,FAIRLY SATISFACTORY
GRADE 3 - VENUS,77,FAIRLY SATISFACTORY
GRADE 3 - VENUS,80,SATISFACTORY
GRADE 3 - VENUS,78,FAIRLY SATISFACTORY
GRADE 3 - VENUS,82,SATISFACTORY
GRADE 3 - VENUS,80,SATISFACTORY
GRADE 3 - VENUS,80,SATISFACTORY
GRADE 3 - VENUS,82,SATISFACTORY
GRADE 3 - VENUS,80,SATISFACTORY
GRADE 3 - VENUS,83,SATISFACTORY
GRADE 3 - VENUS,77,FAIRLY SATISFACTORY
GRADE 3 - VENUS,83,SATISFACTORY
GRADE 3 - VENUS,78,FAIRLY SATISFACTORY
GRADE 3 - VENUS,84,SATISFACTORY
GRADE 3 - VENUS,79,FAIRLY SATISFACTORY
GRADE 3 - VENUS,79,FAIRLY SATISFACTORY
GRADE 3 - VENUS,70,DID NOT MEET EXPECTATIONS
GRADE 3 - VENUS,79,FAIRLY SATISFACTORY
GRADE 3 - VENUS,81,SATISFACTORY
GRADE 3 - VENUS,84,SATISFACTORY
GRADE 3 - VENUS,78,FAIRLY SATISFACTORY
GRADE 3 - VENUS,81,SATISFACTORY
GRADE 3 - VENUS,78,FAIRLY SATISFACTORY
GRADE 3 - VENUS,71,DID NOT MEET EXPECTATIONS
GRADE 3 - VENUS,82,SATISFACTORY
GRADE 3 - VENUS,77,FAIRLY SATISFACTORY
GRADE 3 - VENUS,81,SATISFACTORY
GRADE 3 - VENUS,83,SATISFACTORY
GRADE 3 - VENUS,77,FAIRLY SATISFACTORY
GRADE 3 - VENUS,83,SATISFACTORY
GRADE 4 - DIAMOND,85,VERY SATISFACTORY
GRADE 4 - DIAMOND,85,VERY SATISFACTORY
GRADE 4 - DIAMOND,86,VERY SATISFACTORY
GRADE 4 - DIAMOND,85,VERY SATISFACTORY
GRADE 4 - DIAMOND,85,VERY SATISFACTORY
GRADE 4 - DIAMOND,85,VERY SATISFACTORY
GRADE 4 - DIAMOND,90,OUTSTANDING
GRADE 4 - DIAMOND,87,VERY SATISFACTORY
GRADE 4 - DIAMOND,88,VERY SATISFACTORY
GRADE 4 - DIAMOND,81,SATISFACTORY
GRADE 4 - DIAMOND,85,VERY SATISFACTORY
GRADE 4 - DIAMOND,85,VERY SATISFACTORY
GRADE 4 - DIAMOND,90,OUTSTANDING
GRADE 4 - DIAMOND,78,FAIRLY SATISFACTORY
GRADE 4 - DIAMOND,82,SATISFACTORY
GRADE 4 - DIAMOND,86,VERY SATISFACTORY
GRADE 4 - DIAMOND,79,FAIRLY SATISFACTORY
GRADE 4 - DIAMOND,91,OUTSTANDING
GRADE 4 - DIAMOND,84,SATISFACTORY
GRADE 4 - DIAMOND,86,VERY SATISFACTORY
GRADE 4 - DIAMOND,86,VERY SATISFACTORY
GRADE 4 - DIAMOND,91,OUTSTANDING
GRADE 4 - DIAMOND,92,OUTSTANDING
GRADE 4 - DIAMOND,90,OUTSTANDING
GRADE 4 - DIAMOND,87,VERY SATISFACTORY
GRADE 4 - DIAMOND,89,VERY SATISFACTORY
GRADE 4 - DIAMOND,85,VERY SATISFACTORY
GRADE 4 - DIAMOND,89,VERY SATISFACTORY
GRADE 4 - DIAMOND,89,VERY SATISFACTORY
GRADE 4 - DIAMOND,89,VERY SATISFACTORY
GRADE 4 - DIAMOND,87,VERY SATISFACTORY
GRADE 4 - DIAMOND,87,VERY SATISFACTORY
GRADE 4 - DIAMOND,87,VERY SATISFACTORY
GRADE 4 - DIAMOND,90,OUTSTANDING
GRADE 4 - DIAMOND,87,VERY SATISFACTORY
GRADE 4 - DIAMOND,89,VERY SATISFACTORY
GRADE 4 - DIAMOND,79,FAIRLY SATISFACTORY
GRADE 4 - DIAMOND,77,FAIRLY SATISFACTORY
GRADE 4 - DIAMOND,91,OUTSTANDING
GRADE 4 - DIAMOND,87,VERY SATISFACTORY
GRADE 4 - DIAMOND,90,OUTSTANDING
GRADE 4 - EMERALD,78,FAIRLY SATISFACTORY
GRADE 4 - EMERALD,79,FAIRLY SATISFACTORY
GRADE 4 - EMERALD,79,FAIRLY SATISFACTORY
GRADE 4 - EMERALD,81,SATISFACTORY
GRADE 4 - EMERALD,81,SATISFACTORY
GRADE 4 - EMERALD,78,FAIRLY SATISFACTORY
GRADE 4 - EMERALD,82,SATISFACTORY
GRADE 4 - EMERALD,79,FAIRLY SATISFACTORY
GRADE 4 - EMERALD,79,FAIRLY SATISFACTORY
GRADE 4 - EMERALD,79,FAIRLY SATISFACTORY
GRADE 4 - EMERALD,81,SATISFACTORY
GRADE 4 - EMERALD,78,FAIRLY SATISFACTORY
GRADE 4 - EMERALD,83,SATISFACTORY
GRADE 4 - EMERALD,80,SATISFACTORY
GRADE 4 - EMERALD,84,SATISFACTORY
GRADE 4 - EMERALD,79,FAIRLY SATISFACTORY
GRADE 4 - EMERALD,80,SATISFACTORY
GRADE 4 - EMERALD,80,SATISFACTORY
GRADE 4 - EMERALD,79,FAIRLY SATISFACTORY
